dp_Pa,U_alpha_1e-05,U_alpha_0.0001,U_alpha_0.001,U_alpha_0.003,U_alpha_0.01,U_alpha_0.03
2.525441010738e+08,1.499946855116e+03,1.499468859738e+03,1.494719251079e+03,1.484358201426e+03,1.450066939962e+03,1.366283724204e+03
2.589337420791e+08,1.499948530702e+03,1.499485598329e+03,1.494884926963e+03,1.484844147983e+03,1.451568062135e+03,1.369983878543e+03
2.654850479658e+08,1.499950165192e+03,1.499501926877e+03,1.495046592042e+03,1.485318634806e+03,1.453036863915e+03,1.373622390698e+03
2.722021090318e+08,1.499951759591e+03,1.499517855369e+03,1.495204341728e+03,1.485781920147e+03,1.454473937837e+03,1.377199721944e+03
2.790891190636e+08,1.499953314877e+03,1.499533393555e+03,1.495358269243e+03,1.486234257001e+03,1.455879870212e+03,1.380716352851e+03
2.861503779554e+08,1.499954832006e+03,1.499548550946e+03,1.495508465662e+03,1.486675893186e+03,1.457255240974e+03,1.384172782335e+03
2.933902943933e+08,1.499956311909e+03,1.499563336827e+03,1.495655019961e+03,1.487107071419e+03,1.458600623532e+03,1.387569526706e+03
3.008133886078e+08,1.499957755498e+03,1.499577760256e+03,1.495798019065e+03,1.487528029404e+03,1.459916584640e+03,1.390907118730e+03
3.084242951964e+08,1.499959163658e+03,1.499591830074e+03,1.495937547887e+03,1.487938999906e+03,1.461203684279e+03,1.394186106703e+03
3.162277660168e+08,1.499960537257e+03,1.499605554907e+03,1.496073689375e+03,1.488340210836e+03,1.462462475548e+03,1.397407053524e+03
